timestamp,Otr_acc,Rfrd_acc,Ent_bob_cour,Ent_bob_abou,En_Production,TempMoteur_acc,Lcr_acc,Courroie_accu_tendue,Courroie_accu_detendue
2026-03-16T15:35:26.674607+00:00,0,0,True,False,False,18.0,0.0,False,True
